clip_id,type,method,speaker_similarity,rms_db,crest_factor_db,spectral_centroid,spectral_rolloff,zero_crossing_rate
maramures_itw_JazkwF_o6qE_full__000_000098.000,Fake,OpenVoice,0.9210508465766907,-24.398011961322613,17.573423938952217,1697.9177733476804,3313.8228833865815,0.11666489866214058
maramures_itw_JazkwF_o6qE_full__001_000088.000,Real,Real,1.0,-22.97689553792495,17.411731586717742,1288.770663115865,2229.707468051118,0.09569376497603833
maramures_itw_JazkwF_o6qE_full__001_000088.000,Fake,Seed-VC,0.93096923828125,-15.710275900102086,14.57664428659724,1662.3204888125604,3500.5491214057506,0.10468718799920128
maramures_itw_JazkwF_o6qE_full__002_000108.000,Real,Real,1.0,-24.723695744306497,19.325937394401095,1315.426140584945,2356.5045926517573,0.10725651457667731
maramures_itw_JazkwF_o6qE_full__002_000108.000,Fake,CosyVoice,0.9264776706695557,-16.410656833411842,13.626249703905485,1581.9206796698534,3205.8456469648563,0.09226331619408945
maramures_itw_NUkrggK2v9s_0s-257s__000_000175.600,Real,Real,1.0,-33.082160508313244,22.20888059707352,1766.0081887370222,3484.4086745689656,0.13260203394396552
maramures_itw_NUkrggK2v9s_0s-257s__000_000175.600,Fake,OpenVoice,0.911659300327301,-33.07647774817752,19.8893737186053,1207.1646070664608,2176.690463362069,0.09285972858297414
maramures_itw_NUkrggK2v9s_0s-257s__001_000149.000,Real,Real,1.0,-32.72557026756327,20.21716332830081,1450.2177415796784,2719.8263888888887,0.10353515625
maramures_itw_NUkrggK2v9s_0s-257s__001_000149.000,Fake,Seed-VC,0.8766653537750244,-20.09889235144101,16.23394833999408,1322.0221800361999,2306.4583333333335,0.10889973958333334
maramures_itw_NUkrggK2v9s_0s-257s__002_000199.000,Real,Real,1.0,-30.965462921998864,21.137142207752234,1753.6603422452704,3303.6070478723404,0.14042241522606383
maramures_itw_NUkrggK2v9s_0s-257s__002_000199.000,Fake,CosyVoice,0.8554505109786987,-16.889403089965466,17.069668693043948,1550.7165380054214,2874.45977393617,0.13062562333776595
maramures_itw_NUkrggK2v9s_0s-257s__003_000083.800,Real,Real,1.0,-32.11768581706501,19.11432085659634,1379.5267914749713,2593.8424556213017,0.09413137943786982
maramures_itw_NUkrggK2v9s_0s-257s__003_000083.800,Fake,OpenVoice,0.8963983058929443,-29.433480808205804,16.116921075260457,967.0874637467792,1895.6176035502958,0.049469535872781065
maramures_itw_NUkrggK2v9s_0s-257s__004_000062.400,Real,Real,1.0,-32.10607766049427,19.772679263028664,1657.249532587698,3039.486821086262,0.13916795626996806
maramures_itw_NUkrggK2v9s_0s-257s__004_000062.400,Fake,Seed-VC,0.9533990621566772,-14.282588915731198,14.078975645107136,1635.6693579418709,2989.1673322683705,0.12889532997204473
maramures_itw_NUkrggK2v9s_0s-257s__005_000189.000,Real,Real,1.0,-32.17141531731643,22.10650256641017,1790.6295622253456,3355.35642971246,0.13736615165734825
maramures_itw_NUkrggK2v9s_0s-257s__005_000189.000,Fake,CosyVoice,0.9036510586738586,-12.806194695496542,12.954599566012845,1683.1948418447219,3383.6584394904457,0.10554028164808917
maramures_itw_NUkrggK2v9s_0s-257s__006_000139.000,Real,Real,1.0,-34.17034495217665,21.000754962195558,1655.9655271387387,3206.1798878205127,0.13173890725160256
maramures_itw_NUkrggK2v9s_0s-257s__006_000139.000,Fake,OpenVoice,0.8985058665275574,-33.416186546188044,18.249694861932614,1394.8399636359968,2778.6959134615386,0.09655135717147435
maramures_itw_NUkrggK2v9s_0s-257s__007_000072.400,Real,Real,1.0,-31.732642491119925,19.50821415421139,1632.6913846911127,3160.1339285714284,0.12317522321428571
maramures_itw_NUkrggK2v9s_0s-257s__007_000072.400,Fake,Seed-VC,0.9051950573921204,-17.89946689033352,16.731928576920915,1203.6553675864238,2357.276785714286,0.06994698660714285
maramures_itw_NUkrggK2v9s_0s-257s__008_000167.800,Real,Real,1.0,-33.08802292626167,23.604508754033453,1636.578139687849,3060.6796116504856,0.13222229596480584
maramures_itw_NUkrggK2v9s_0s-257s__008_000167.800,Fake,CosyVoice,0.9041845798492432,-19.308973770098405,19.399561409390238,1296.1817017105475,2268.304649758454,0.11388983242753623
maramures_itw_NUkrggK2v9s_0s-257s__009_000052.400,Real,Real,1.0,-32.37350429533529,20.4617507014813,1554.0904607326777,2978.359624600639,0.12419347793530351
maramures_itw_NUkrggK2v9s_0s-257s__009_000052.400,Fake,OpenVoice,0.9181405305862427,-29.060836845957777,16.532869511386853,1103.7941289859407,2179.8372603833864,0.07315014726437699
maramures_itw_PsnpON8qAuo_243s-460s__000_000000.000,Real,Real,1.0,-19.47377417467412,15.806269733682683,956.3255222133549,1627.1465654952076,0.07609231479632587
maramures_itw_PsnpON8qAuo_243s-460s__000_000000.000,Fake,Seed-VC,0.9048657417297363,-15.199296856721094,15.165076113374333,1066.9481413177068,1884.6345846645368,0.07103478184904154
maramures_itw_PsnpON8qAuo_243s-460s__001_000041.600,Real,Real,1.0,-19.769458572725327,14.889392164800388,1022.7373934857063,1722.8434504792333,0.08402649510782748
maramures_itw_PsnpON8qAuo_243s-460s__001_000041.600,Fake,CosyVoice,0.8610628843307495,-19.41524906221864,16.986912565734286,1540.7253341527014,2899.4791666666665,0.12600291418650794
maramures_itw_PsnpON8qAuo_243s-460s__002_000137.000,Real,Real,1.0,-20.256164765968666,16.26741216551196,1346.743559279086,2452.45107827476,0.1029509035543131
maramures_itw_PsnpON8qAuo_243s-460s__002_000137.000,Fake,OpenVoice,0.8959385752677917,-21.73184654829727,17.550866689149643,1767.7141595851194,3355.9804313099044,0.13662358975638977
maramures_itw_PsnpON8qAuo_243s-460s__003_000127.000,Real,Real,1.0,-20.181674316027966,15.05929613085179,1138.9952849492836,2089.8935111464966,0.08403880125398089
maramures_itw_PsnpON8qAuo_243s-460s__003_000127.000,Fake,Seed-VC,0.9305930733680725,-17.707532817305434,16.889094802443303,1763.5839727367081,3751.772164536741,0.09802441094249201
maramures_itw_PsnpON8qAuo_243s-460s__004_000167.600,Real,Real,1.0,-19.426859816333824,14.772568584403086,1112.473568273389,1919.5786741214058,0.08455533646166134
maramures_itw_PsnpON8qAuo_243s-460s__004_000167.600,Fake,CosyVoice,0.8911925554275513,-24.504906997078812,17.192787275368016,1222.8737389009764,2239.3670127795526,0.07773343899760383
maramures_itw_PsnpON8qAuo_243s-460s__005_000194.200,Real,Real,1.0,-18.427751441377946,14.793742005021198,1058.9144842947833,1813.843550955414,0.07806124353105096
maramures_itw_PsnpON8qAuo_243s-460s__005_000194.200,Fake,OpenVoice,0.8746519684791565,-18.348272110982865,15.657391067904598,1365.4011961310832,2516.548522364217,0.08688130241613419
maramures_itw_PsnpON8qAuo_243s-460s__006_000010.000,Real,Real,1.0,-19.511983277380708,15.484544427580369,1144.941417868982,2011.930910543131,0.09541140425319489
maramures_itw_PsnpON8qAuo_243s-460s__006_000010.000,Fake,Seed-VC,0.9520056843757629,-22.533845395476217,15.748370455046125,1103.800584113029,2067.5169728434503,0.06777905351437699
maramures_itw_PsnpON8qAuo_243s-460s__007_000204.200,Real,Real,1.0,-19.529579700528586,14.065444682614029,1188.5061724255386,2130.9885700389104,0.09451757052529183
maramures_itw_PsnpON8qAuo_243s-460s__007_000204.200,Fake,CosyVoice,0.9256154298782349,-16.92546954463932,14.408823416643832,1501.9922735137723,3048.0559593023254,0.09593212512112403
maramures_itw_PsnpON8qAuo_243s-460s__008_000177.600,Real,Real,1.0,-19.137875637042757,14.38426915453535,1105.8397714051437,1913.1291482300885,0.08565663025442478
maramures_itw_PsnpON8qAuo_243s-460s__008_000177.600,Fake,OpenVoice,0.8106120824813843,-19.89054303645355,16.641552051471884,1470.2376319816685,3050.5555555555557,0.08756944444444445
maramures_itw_PsnpON8qAuo_243s-460s__009_000065.800,Real,Real,1.0,-19.88926056742362,14.494955753524252,997.14288238248,1686.2591911764705,0.08031077665441176
maramures_itw_PsnpON8qAuo_243s-460s__009_000065.800,Fake,Seed-VC,0.9203287959098816,-24.541662286444836,15.534628827650444,1105.6366719583382,2033.0422794117646,0.07577263327205883
maramures_itw_PsnpON8qAuo_243s-460s__010_000185.800,Real,Real,1.0,-19.17592643876211,14.25344996908118,1180.4410106558914,1978.6292989417989,0.09261842757936507
maramures_itw_PsnpON8qAuo_243s-460s__010_000185.800,Fake,CosyVoice,0.7234999537467957,-14.828734896852415,14.73968525674599,1248.4291547343864,2360.6564153439153,0.07791315310846561
maramures_itw_PsnpON8qAuo_243s-460s__011_000026.800,Real,Real,1.0,-18.719149631345097,13.86322489593892,1064.9178814513375,1857.374237804878,0.08636921208079268
maramures_itw_PsnpON8qAuo_243s-460s__011_000026.800,Fake,OpenVoice,0.881584644317627,-19.524376001726736,16.321026855691535,1832.4660967967388,3658.5026840490796,0.12943047833588958
maramures_itw_PsnpON8qAuo_243s-460s__012_000033.800,Real,Real,1.0,-20.405978496575706,15.645496457924395,1372.0164849256755,2518.8842024539877,0.09649396088957055
maramures_itw_PsnpON8qAuo_243s-460s__012_000033.800,Fake,Seed-VC,0.8883283734321594,-27.144435877658943,17.465435321057832,1587.122147995287,2871.7407975460123,0.1307665116947853
maramures_itw_PsnpON8qAuo_243s-460s__013_000147.000,Real,Real,1.0,-19.174465722027684,14.683069142744024,1393.7717837660002,2442.3705543933056,0.11694438088389121
maramures_itw_PsnpON8qAuo_243s-460s__013_000147.000,Fake,CosyVoice,0.8616288900375366,-16.64788189553133,13.294207719773013,1564.4507309687347,3082.2764121338914,0.09121052889644352
maramures_itw_PspxrrWCJPY_full__000_000212.600,Real,Real,1.0,-33.85853054330195,17.28761729399864,1301.2678166431829,2524.2362220447285,0.08031680561102236
maramures_itw_PspxrrWCJPY_full__000_000212.600,Fake,OpenVoice,0.8316947221755981,-35.93667988665264,17.03698882252613,1957.5149903757435,4055.985423322684,0.13906499600638977
maramures_itw_PspxrrWCJPY_full__001_000178.200,Real,Real,1.0,-35.45174556909734,19.297556011164225,1395.2023712976093,2672.5,0.09151041666666666
maramures_itw_PspxrrWCJPY_full__001_000178.200,Fake,Seed-VC,0.9330973625183105,-23.706245294803843,17.00579880646213,1172.351931911003,2086.0677083333335,0.09204264322916667
maramures_itw_PspxrrWCJPY_full__002_000144.400,Real,Real,1.0,-33.852925711497555,19.291719485783513,1445.9715802935104,2750.4482581967213,0.10429207223360656
maramures_itw_PspxrrWCJPY_full__002_000144.400,Fake,CosyVoice,0.9198728203773499,-23.621031028221648,21.00132541444292,1160.9504499996872,2179.3993340163934,0.07829509797643443
maramures_itw_PspxrrWCJPY_full__003_000136.000,Real,Real,1.0,-35.516979642807,18.16150727249021,1320.601025556725,2413.099315068493,0.0941089647545662
maramures_itw_PspxrrWCJPY_full__003_000136.000,Fake,OpenVoice,0.8235105872154236,-37.58622111596161,17.739857754299106,1376.7103446962346,2835.0456621004564,0.0920755743436073
maramures_itw_PspxrrWCJPY_full__004_000091.400,Real,Real,1.0,-36.79723090657554,17.906093008197917,1365.8229641400972,2668.160860655738,0.08741635181864754
maramures_itw_PspxrrWCJPY_full__004_000091.400,Fake,Seed-VC,0.9277182817459106,-13.872565564351005,13.277543556651764,1583.3694993471745,3074.9231557377047,0.10819632108094263
maramures_itw_PspxrrWCJPY_full__005_000113.800,Real,Real,1.0,-38.46830790138556,20.555779279639914,1420.1607985702276,2785.3936464088397,0.09176180507596685
maramures_itw_PspxrrWCJPY_full__005_000113.800,Fake,CosyVoice,0.8806018233299255,-16.84994749894544,15.147713536741064,1396.7055516854964,2725.618131868132,0.08775648179945054
maramures_itw_PspxrrWCJPY_full__006_000270.400,Real,Real,1.0,-35.786142931020585,19.065702223612377,1242.7586040513966,2356.3201121794873,0.08282627203525642
maramures_itw_PspxrrWCJPY_full__007_000012.000,Real,Real,1.0,-34.69020909679421,20.3376366702163,1726.7281939243937,3624.8214285714284,0.11611049107142857
maramures_itw_PspxrrWCJPY_full__007_000012.000,Fake,Seed-VC,0.8951669335365295,-14.565469880461778,14.666979033030715,2290.507990417693,4334.285714285715,0.18965122767857143
maramures_itw_fnxC5E_l9OU_0s-538s__000_000070.904,Real,Real,1.0,-18.51220104854712,18.51193598087289,1094.6651299110174,2009.285143769968,0.076355955471246
maramures_itw_fnxC5E_l9OU_0s-538s__000_000070.904,Fake,OpenVoice,0.9157187342643738,-17.90875443551342,14.70323102267094,1315.964451564254,2572.958266773163,0.08270829173322684
maramures_itw_fnxC5E_l9OU_0s-538s__001_000000.000,Real,Real,1.0,-18.5718242291315,18.25794143221828,1106.6812586899682,2195.9876543209875,0.06585165895061729
maramures_itw_fnxC5E_l9OU_0s-538s__001_000000.000,Fake,Seed-VC,0.9012871980667114,-17.111039364117783,14.813924171529052,1699.5086346485068,3540.509259259259,0.09618236400462964
maramures_itw_fnxC5E_l9OU_0s-538s__002_000172.047,Real,Real,1.0,-24.152858271602028,21.481677196746176,1106.0984066462381,2008.253205128205,0.0825946514423077
maramures_itw_fnxC5E_l9OU_0s-538s__002_000172.047,Fake,CosyVoice,0.8881304860115051,-16.07412320882559,15.02488325638129,1637.3396370287962,3241.0714285714284,0.10757633131377552
maramures_itw_fnxC5E_l9OU_0s-538s__003_000021.897,Real,Real,1.0,-23.037417208612744,15.508358810737617,1183.7102119917386,2303.090055910543,0.07379910892571885
maramures_itw_fnxC5E_l9OU_0s-538s__003_000021.897,Fake,OpenVoice,0.8533117771148682,-25.87487363701211,19.820073779605202,1729.6884741707065,3297.400841346154,0.1425343048878205
maramures_itw_fnxC5E_l9OU_0s-538s__004_000240.230,Real,Real,1.0,-23.436512556661654,14.817609545821156,891.3378318049799,1437.7496006389777,0.07417038987619809
maramures_itw_fnxC5E_l9OU_0s-538s__004_000240.230,Fake,Seed-VC,0.8944820165634155,-16.136235994072972,15.863358907424496,1048.4203733694353,1881.1651357827477,0.0684202151557508
maramures_itw_fnxC5E_l9OU_0s-538s__005_000250.230,Real,Real,1.0,-21.719711207984673,20.504256623188493,1103.02885188113,2046.4756389776358,0.07128594249201278
maramures_itw_fnxC5E_l9OU_0s-538s__005_000250.230,Fake,CosyVoice,0.9069676399230957,-16.926336262885442,15.388539285582672,1768.758892896918,3377.2963258785944,0.1293149710463259
maramures_itw_fnxC5E_l9OU_0s-538s__006_000270.230,Real,Real,1.0,-24.047125500317208,16.271143235734932,1099.6288401125757,1840.0059904153354,0.09832081170127796
maramures_itw_fnxC5E_l9OU_0s-538s__006_000270.230,Fake,OpenVoice,0.9322161078453064,-25.02521099142921,16.859729782129797,1061.5237887822086,1853.7589856230031,0.08599366014376997
maramures_itw_fnxC5E_l9OU_0s-538s__007_000202.692,Real,Real,1.0,-19.58947794513789,18.583970818378617,1178.2641691471256,2269.581330128205,0.07768679887820513
maramures_itw_fnxC5E_l9OU_0s-538s__007_000202.692,Fake,Seed-VC,0.8936572670936584,-25.305225087997314,21.884482547850595,1753.765595842552,3305.613982371795,0.1542186247996795
maramures_itw_fnxC5E_l9OU_0s-538s__008_000299.466,Real,Real,1.0,-24.680873524235203,15.889380754137008,758.4218293074293,1164.0125798722045,0.061078836361821084
maramures_itw_fnxC5E_l9OU_0s-538s__008_000299.466,Fake,CosyVoice,0.8823772668838501,-21.841098411409977,14.626239160862703,1065.7198599722046,1825.254592651757,0.07488331170127796
maramures_itw_fnxC5E_l9OU_0s-538s__009_000230.230,Real,Real,1.0,-24.145218400147364,17.026962048605267,908.5915661302666,1432.3167067307693,0.07586669921875
maramures_itw_fnxC5E_l9OU_0s-538s__009_000230.230,Fake,OpenVoice,0.8985429406166077,-25.366510226224865,15.394896533012039,1063.2366400785563,1799.0785256410256,0.08497032752403846
maramures_itw_fnxC5E_l9OU_0s-538s__010_000332.415,Real,Real,1.0,-24.29582331056132,14.907358031017646,1320.7070700139295,2134.884185303514,0.11682557907348243
maramures_itw_fnxC5E_l9OU_0s-538s__010_000332.415,Fake,Seed-VC,0.8846579194068909,-12.384183451734534,12.391926125613624,1895.167916330686,3661.017372204473,0.1308453349640575
maramures_itw_fnxC5E_l9OU_0s-538s__011_000120.527,Real,Real,1.0,-26.71151008339068,16.41206064011608,1027.3107047527324,1683.7310303514378,0.08157728883785942
maramures_itw_fnxC5E_l9OU_0s-538s__011_000120.527,Fake,CosyVoice,0.7970592379570007,-20.72991759823082,19.522195450568066,1537.6115859402462,2942.0033837579617,0.11111975019904459
maramures_itw_fnxC5E_l9OU_0s-538s__012_000090.904,Real,Real,1.0,-22.982031718041416,22.090353253954493,988.0212456014282,1751.7222444089457,0.06764801317891374
maramures_itw_fnxC5E_l9OU_0s-538s__012_000090.904,Fake,OpenVoice,0.9073106646537781,-23.657660396362648,20.110680648767406,1466.8868629585945,2563.7230431309904,0.09955477486022364
maramures_itw_fnxC5E_l9OU_0s-538s__013_000192.692,Real,Real,1.0,-25.354483236880448,14.811311405075543,1208.5250202633997,1983.8757987220447,0.10119433905750799
maramures_itw_fnxC5E_l9OU_0s-538s__013_000192.692,Fake,Seed-VC,0.9049929976463318,-14.355840718444382,14.091167854525262,1901.7152823096396,3415.73482428115,0.15870700628993611
maramures_itw_fnxC5E_l9OU_0s-538s__014_000342.415,Real,Real,1.0,-24.73446450427764,15.76241604896278,885.9903871579667,1419.4538738019169,0.07162758336661341
maramures_itw_fnxC5E_l9OU_0s-538s__014_000342.415,Fake,CosyVoice,0.8160379528999329,-19.700744521799287,16.751449004195706,917.3396755359565,1696.3574840764331,0.044287420382165606
maramures_itw_iZhuatRoCGY_full__000_000141.000,Real,Real,1.0,-21.372464276015766,18.582587444556037,1366.4488297006455,2670.626996805112,0.08743978384584665
maramures_itw_iZhuatRoCGY_full__000_000141.000,Fake,OpenVoice,0.8380014896392822,-19.7553277892779,16.271353843197353,1001.6752528332221,2060.60303514377,0.052271053813897767
maramures_itw_iZhuatRoCGY_full__001_000094.800,Real,Real,1.0,-20.964223000671044,18.23444124878785,1286.8175585761737,2554.7623801916934,0.07552603334664537
maramures_itw_iZhuatRoCGY_full__001_000094.800,Fake,Seed-VC,0.8103087544441223,-22.366770840389215,19.585197467105008,1461.5827638002502,3213.882787539936,0.07714063748003194
maramures_itw_iZhuatRoCGY_full__002_000121.000,Real,Real,1.0,-20.31084110232193,17.938029865629655,1272.3121498686612,2518.604767628205,0.07689960186298077
maramures_itw_iZhuatRoCGY_full__002_000121.000,Fake,CosyVoice,0.9029845595359802,-14.878589658239285,14.520315967545798,1672.5680908209802,3339.406948881789,0.10753263528354633
maramures_itw_iZhuatRoCGY_full__003_000197.800,Real,Real,1.0,-20.25828855575299,18.911971791996358,1325.2867227841798,2602.860423322684,0.08025596545527157
maramures_itw_iZhuatRoCGY_full__003_000197.800,Fake,OpenVoice,0.91434246301651,-22.569295310639585,16.235761567661033,1531.1551599222873,3253.4444888178914,0.08202812999201278
maramures_itw_iZhuatRoCGY_full__004_000207.800,Real,Real,1.0,-20.02931782412224,16.485065115611558,1225.470870721727,2320.9134615384614,0.07922832782451923
maramures_itw_iZhuatRoCGY_full__004_000207.800,Fake,Seed-VC,0.9370679259300232,-23.795768488552685,16.5781453771269,1122.9247481981217,2068.760016025641,0.07426257011217949
maramures_itw_iZhuatRoCGY_full__005_000084.800,Real,Real,1.0,-20.17491733992326,20.17491734860915,1316.3889675116022,2614.8086939102564,0.07909843249198718
maramures_itw_iZhuatRoCGY_full__005_000084.800,Fake,CosyVoice,0.9162499904632568,-19.21835007751828,16.654924153397573,1203.3484309053256,2147.913338658147,0.09691680810702875
maramures_itw_iZhuatRoCGY_full__006_000227.800,Real,Real,1.0,-21.17087860057169,19.468864437533764,1386.7269844766843,2776.6323881789135,0.08173016922923322
maramures_itw_iZhuatRoCGY_full__006_000227.800,Fake,OpenVoice,0.9134970903396606,-19.8613755565423,17.326236836253038,1070.9188313517461,2349.8402555910543,0.05286853534345048
maramures_itw_iZhuatRoCGY_full__007_000114.800,Real,Real,1.0,-21.14141442085632,16.646460601992487,1195.7234738277873,2317.4672067901233,0.07164773823302469
maramures_itw_iZhuatRoCGY_full__007_000114.800,Fake,Seed-VC,0.7824694514274597,-30.029670329306157,16.11743074939327,1129.5654956220917,2147.2800925925926,0.06694878472222222
maramures_itw_iZhuatRoCGY_full__008_000161.000,Real,Real,1.0,-19.910415774822987,18.91621026944506,1236.4361394459393,2455.2965255591052,0.07220010483226837
maramures_itw_iZhuatRoCGY_full__008_000161.000,Fake,CosyVoice,0.9444016218185425,-25.541803419064344,17.821907727303323,1152.0022489415398,2084.4149361022364,0.08091272713658147
maramures_itw_iZhuatRoCGY_full__009_000171.000,Real,Real,1.0,-21.15813659792106,18.016973084177273,1306.0166699278868,2628.56928913738,0.07755871855031948
maramures_itw_iZhuatRoCGY_full__009_000171.000,Fake,OpenVoice,0.9290501475334167,-21.91089720395546,15.81097311738137,1458.4858392617002,3143.0211661341855,0.08066936651357827
maramures_itw_iZhuatRoCGY_full__010_000131.000,Real,Real,1.0,-21.55925865308631,17.910737122274007,1255.7735157581046,2504.4678514376997,0.07435759035543131
maramures_itw_iZhuatRoCGY_full__010_000131.000,Fake,Seed-VC,0.9141035079956055,-22.44480352155375,17.695443198615052,1099.8112380675775,2052.166533546326,0.06698813148961662
maramures_itw_iZhuatRoCGY_full__011_000187.800,Real,Real,1.0,-19.70784381285765,16.804294482787515,1370.2351654938323,2728.5384241245138,0.07987863266050584
